designer,artifact_id,condition,artifact_type,action,broad_action
P8,BASE_0067,DesignJournal_baseline,image,ELABORATE_IMAGE_CAPTION,ELABORATE
P8,BASE_0068,DesignJournal_baseline,connector,RELATE_CREATE_USER,RELATE
P8,BASE_0069,DesignJournal_baseline,connector,RELATE_CREATE_USER,RELATE
P8,BASE_0067,DesignJournal_baseline,image,RELOCATE_IMAGE,RELOCATE
P8,BASE_0070,DesignJournal_baseline,image,AI_IMAGE_EDIT,IMAGE_EDIT
P8,BASE_0071,DesignJournal_baseline,image,CREATE_IMAGE_USER,CREATE
P8,BASE_0071,DesignJournal_baseline,image,RELOCATE_IMAGE,RELOCATE
P8,BASE_0072,DesignJournal_baseline,connector,RELATE_CREATE_USER,RELATE
P8,BASE_0016,DesignJournal_baseline,column,RELOCATE_COLUMN,RELOCATE
P8,BASE_0071,DesignJournal_baseline,image,INTERACT_REACTION,INTERACT
P8,BASE_0071,DesignJournal_baseline,image,ELABORATE_IMAGE_CAPTION,ELABORATE
P8,BASE_0071,DesignJournal_baseline,image,ELABORATE_IMAGE_CAPTION,ELABORATE
P8,BASE_0071,DesignJournal_baseline,image,ELABORATE_IMAGE_CAPTION,ELABORATE
P8,BASE_0071,DesignJournal_baseline,image,ELABORATE_IMAGE_CAPTION,ELABORATE
P8,BASE_0073,DesignJournal_baseline,image,AI_IMAGE_EDIT,IMAGE_EDIT
P8,BASE_0074,DesignJournal_baseline,connector,RELATE_CREATE_USER,RELATE
P8,BASE_0075,DesignJournal_baseline,image,CREATE_IMAGE_USER,CREATE
P8,BASE_0075,DesignJournal_baseline,image,RELOCATE_IMAGE,RELOCATE
P8,BASE_0075,DesignJournal_baseline,image,RELOCATE_IMAGE,RELOCATE
P8,BASE_0076,DesignJournal_baseline,image,AI_IMAGE_EDIT,IMAGE_EDIT
P8,BASE_0077,DesignJournal_baseline,image,CREATE_IMAGE_USER,CREATE
P8,BASE_0077,DesignJournal_baseline,image,PRUNE_IMAGE,PRUNE
P8,BASE_0078,DesignJournal_baseline,image,AI_IMAGE_EDIT,IMAGE_EDIT
P8,BASE_0079,DesignJournal_baseline,image,CREATE_IMAGE_USER,CREATE
P8,BASE_0079,DesignJournal_baseline,image,RELOCATE_IMAGE,RELOCATE
P8,BASE_0079,DesignJournal_baseline,image,PRUNE_IMAGE,PRUNE
P8,BASE_0080,DesignJournal_baseline,drawing,CREATE_DRAWING_USER,CREATE
P8,BASE_0081,DesignJournal_baseline,image,AI_IMAGE_EDIT,IMAGE_EDIT
P8,BASE_0075,DesignJournal_baseline,image,RELOCATE_IMAGE,RELOCATE
P8,BASE_0082,DesignJournal_baseline,connector,RELATE_CREATE_USER,RELATE
P8,BASE_0080,DesignJournal_baseline,drawing,PRUNE_DRAWING,PRUNE
P8,BASE_0083,DesignJournal_baseline,image,CREATE_IMAGE_USER,CREATE
P8,BASE_0083,DesignJournal_baseline,image,RELOCATE_IMAGE,RELOCATE
P8,BASE_0084,DesignJournal_baseline,connector,RELATE_CREATE_USER,RELATE
P8,BASE_0083,DesignJournal_baseline,image,RELOCATE_IMAGE,RELOCATE
P8,BASE_0037,DesignJournal_baseline,intent,EDIT_INTENT_LOCAL,INTENT_EDIT
P8,BASE_0075,DesignJournal_baseline,image,INTERACT_COMMENT,INTERACT
P8,BASE_0085,DesignJournal_baseline,image,AI_IMAGE_EDIT,IMAGE_EDIT
P8,BASE_0086,DesignJournal_baseline,image,CREATE_IMAGE_USER,CREATE
P8,BASE_0086,DesignJournal_baseline,image,RELOCATE_IMAGE,RELOCATE
P8,BASE_0087,DesignJournal_baseline,image,AI_IMAGE_EDIT,IMAGE_EDIT
P8,BASE_0088,DesignJournal_baseline,image,CREATE_IMAGE_USER,CREATE
P8,BASE_0089,DesignJournal_baseline,connector,RELATE_CREATE_USER,RELATE
P8,BASE_0088,DesignJournal_baseline,image,RELOCATE_IMAGE,RELOCATE
P8,BASE_0071,DesignJournal_baseline,image,RELOCATE_IMAGE,RELOCATE
P8,BASE_0090,DesignJournal_baseline,image,CREATE_IMAGE_USER,CREATE
P8,BASE_0090,DesignJournal_baseline,image,RELOCATE_IMAGE,RELOCATE
P8,BASE_0091,DesignJournal_baseline,connector,RELATE_CREATE_USER,RELATE
P8,BASE_0090,DesignJournal_baseline,image,RELOCATE_IMAGE,RELOCATE
P8,BASE_0092,DesignJournal_baseline,image,CREATE_IMAGE_USER,CREATE
P8,BASE_0092,DesignJournal_baseline,image,RELOCATE_IMAGE,RELOCATE
P8,BASE_0093,DesignJournal_baseline,connector,RELATE_CREATE_USER,RELATE
P8,BASE_0094,DesignJournal_baseline,connector,RELATE_CREATE_USER,RELATE
P8,BASE_0092,DesignJournal_baseline,image,RELOCATE_IMAGE,RELOCATE
P8,BASE_0090,DesignJournal_baseline,image,INTERACT_REACTION,INTERACT
